Date,Headline,Content,Close
2023-07-26,"QIA closes in on Reliance Retail with $1 bn cheque
at $100 bn valuation","Qatar Investment Authority is in
advanced negotiations with Reliance
Retail to invest close to $950 million to
$1 billion in the company, said people
in the know. The Qatari sovereign fund
is likely to invest at a $100 billion
valuation, said people in the know.
This is almost 60% premium to the last
round which was raised three years ago.
Saudi Arabia’s Public Investment Fund invested $1.3bn for a 2.04 per cent
stake in Reliance Retail Ventures in 2020, in a deal that valued the company
then at about $62.4bn. Other shareholders of the round that saw a 10%
dilution included New York-based private equity firm KKR, TPG, General
Atlantic and two Abu Dhabi sovereign investment funds. QIA did not invest in
that round.
At $100 billion, Reliance Retail will outpace global peers including Tesco,
Carrefour, Uniqlo and JD.com. In India, Reliance Retail, the largest player
already, is more than three times bigger than the largest listed retail chain
Avenue Supermarts, that owns Dmart.",2526.199951171875
2023-07-27,,,2502.699951171875
2023-07-28,"AMD to invest $400 million in India; Reliance's Milkbasket to see
layoffs, redundancies","Advanced Micro Devices is planning to invest $400 million in
India over the next five years, with its biggest design centre
slated to come up in Bengaluru, chief technology officer Mark
Papermaster said.",2527.85009765625
2023-07-31,"Reliance Retail unveils new JioBook priced at Rs
16,499","Reliance Retail has unveiled its all new
JioBook, a lightweight and pocketfriendly 4G-LTE powered laptop
designed to cater to all age groups.
JioBook touted as 'India's First
Learning Book' will be available at Rs
16,499 starting August 5, 2023, and
customers can purchase JioBook from
Reliance Digital's online and offline
stores, as well as through Amazon.in.
",2549.25
2023-08-01,"Reliance Industries, Brookfield sign initial pact to
boost renewable energy manufacturing in
Australia","Reliance Industries and Brookfield Asset
Management have entered into an initial
agreement with the aim of exploring
opportunities for manufacturing renewable
energy and decarbonization equipment within
Australia.
The Memorandum of Understanding (MoU) seeks to accelerate as well as derisk Australia's energy transition by enabling local production of clean energy
equipment, including PV modules, long duration battery storage, and wind
energy components, the Indian conglomerate said in a press statement.",2513.199951171875
2023-08-02,,,2486.35009765625
2023-08-03,"Achieved 5G rollout obligations in all circles, ready for testing: Reliance Jio tells govt","After months of 5G network rollout
across the country, India's largest telco
Reliance Jio has informed the
government that it has achieved 5G
rollout obligations in all circles, and is
ready to be tested as per stipulated
parameters.
Mukesh Ambani-led Reliance Jio has
sent out a communication to the Telecom Department (DoT) term cell
informing them about rollouts achieved in all circles, according to sources
who said that in the next step, the term cells will pick 10 per cent sites for
testing.
Once the test results meet the required parameters, the certificate about
completion of rollout obligation is issued, they explained.",2475.89990234375
2023-08-04,,,2509.550048828125
2023-08-07,Reliance plans crude unit maintenance at Jamnagar complex,"Reliance Industries Ltd plans to shut
a crude unit and some secondary units
at its 704,000 barrels per day (bpd)
export focused plant for maintenance
in September-October, three sources
familiar with the plan said.
Reliance is the operator of the world's
biggest refining complex which houses
two plants with a combined capacity of about 1.4 million barrels per day.
The crude unit and secondary units including hydrotreater will be shut for 3-4
weeks from mid-September, they said, adding the refiner also plans to shut a
fluid catalytic cracker at its 660,000 bpd site for 47 days.",2523.85009765625
2023-08-08,"Reliance insurance bags contract for Meghalaya
universal health insurance scheme","Reliance GeneralInsurance Company
Ltd on Tuesday said they have been
awarded the contract for the
implementation of Meghalaya's health
insurance for citizens. The RGICL will
be implementing the Megha Health
Insurance Scheme and the Ayushman
Bharat Pradhan Mantri Jan Arogya
Yojana phase 6.
""The contract is awarded after a competitive bidding process, in which RGICL
emerged as the successful bidder to implement a revised MHIS 6 scheme in
convergence with PMJAY, providing an insurance cover of Rs 5,30,000 for all
eligible beneficiaries on a family floater basis,"" RGICL said in a statement here.
It stated that the state government has decided to review the Health Benefits
Package and other terms in the Insurance Contract of MHIS 6 and will cover
over 7 lakh families in Meghalaya, providing them with comprehensive health
insurance coverage that will meet their secondary and tertiary care
hospitalisation, outpatient care, diagnostic tests, and follow-up care",2508.64990234375
2023-08-09,,,2525.199951171875
2023-08-10,Reliance ARC files plea against Vidarbha Industries’ debt sale,"In its petition, RelianceARC has raised concerns over the Swiss Challenge Auction process, according to a lawyer source.
MUMBAI: Anil Ambani-promoted Reliance ARC has
submitted a writ petition against the Reserve Bank of
India in the Bombay High Court opposing the Swiss
challenge method during the debt sale of Vidarbha
Industries Power, which has drawn interest from funds
like Varde Partners-backed Aditya Birla ARC and
Avenue Capital-backed Asset Reconstruction Company
of India (Arcil).
Vidarbha Industries Power, currently in bankruptcy and
promoted by Anil Ambani, has a total debt of Rs 2,569
crore.
Reliance ARC has challenged the central bank’s circular of September 24, 2021, calling it arbitrary as it confers “unwarranted and unreasonable benefit” in favour
of a Prospective Transferee.",2536.449951171875
2023-08-11,"Buy Reliance Industries, target price Rs 2620:
Shrikant Chouhan","Shrikant Chouhan of Kotak Securities Limited has
buy call on Reliance Industries with a target
price of Rs 2620. The current market price of
Reliance Industries is Rs 2535.8. Shrikant
Chouhan recommended to keep stop loss at Rs
2490.
Reliance Industries, incorporated in the year 1973,
is a Large Cap company (having a market cap of Rs
1716189.72 Crore) operating in Diversified sector.
Reliance Industries key Products/Revenue Segments include Petrochemicals,
Oil & Gas, Income From Financial Services, Other Services, Others and Income
from Retailing for the year ending 31-Mar-2022",2547.14990234375
2023-08-14,"Reliance Jio Infocomm to pay ₹7,864 crore 5G
instalment this week","Reliance Jio Infocomm will pay ₹7,864
crore this week to the Department of
Telecommunications (DoT) towards
its second instalment for 5G spectrum
acquired in last year's auction, as it
scales up the roll out of its next-gen
mobile broadband services nationally
by the year-end.
The Mukesh Ambani-led telecom
market leader was the largest 5G
spectrum buyer in the July 2022 auction, acquiring airwaves worth ₹88,078
crore, including those in the coveted 700 MHz band.
""The deadline for the second instalment payment for 5G spectrum acquired is
August 17, and Jio will definitely pay on time,"" a person aware of the matter
told ET.",2577.25
2023-08-16,,,2575.14990234375
2023-08-17,,,2538.0
2023-08-18,,,2556.800048828125
2023-08-21,ABB India bags order to automate Reliance Life Science's biopharmaceutical facilities,"Technology provider ABB India
Limited bagged an order from Reliance
Life Sciences (RLS) to automate control
solutions for their new biosimilars and
plasma proteins manufacturing
facilities in its 160-acre plant at Nashik,
Maharashtra, the company announced
on Monday.
""The scope encompasses complete automation of the manufacturing process
using ABB’s flagship Distributed Control System (DCS) Ability System
800xA Remote I/O systems Batch Recipe Management and MES",2520.0
2023-08-22,,,2519.39990234375
2023-08-23,"Qatar Investment Authority to
pick 1% stake in Reliance Retail
Ventures for Rs 8,278 crore","Reliance Industries Ltd (RIL) on
Wednesday announced that Qatar Investment
Authority (QIA) will invest Rs 8,278 crore in its
subsidiary Reliance Retail Ventures.
This investment values Reliance Retail Ventures at a
pre-money equity value of Rs 8.28 lakh crore. The
investment by the Qatari fund will translate into a
nearly 1% stake in the retail major.
In 2020, Reliance Retail Ventures raised Rs 47,265
crore by selling a stake to various global investors.
Then, it was done at a pre-money equity value of Rs
4.21 lakh crore.
The growth and expansion of the business has nearly
doubled the valuation of the retail behemoth. The retail
business has become the largest part of RIL’s SOTP
(sum-of-the-parts) valuation",2522.199951171875
2023-08-24,QIA to invest $1 billion in Reliance Retail Ventures,"Mumbai|Kolkata: Qatar Investment Authority (QIA)
agreed to invest ₹8,278 crore ($997 million) in
Reliance Retail Ventures (RRVL) at an equity valuation
of ₹8.2 lakh crore ($100 billion), making it the single
largest investment by the sovereign wealth fund of the
gas-rich country in India.
RRVL, the holding company of Reliance Retail Ltd
(RRL), had diluted 10.1% stake and raised over $6
billion in 2020 from several financial sponsors and
sovereign wealth funds (SWFs) such as KKR, General
Atlantic, TPG, Silver Lake, L Catterton, Abu Dhabi
Investment Authority, Mubadala and Public Investment
Fund of Saudi Arabia.",2479.800048828125
2023-08-25,"Reliance Commercial to infuse Rs 1,043 cr in
Reliance Infra, Reliance Power","Two listed Anil Ambani group
companies, Reliance Infrastructure
and Reliance Power, are between them
raising ₹1,043 crore from Reliance
Commercial Finance, a wholly owned
subsidiary of Authum Investment &
Infrastructure, by allotting preferential
shares.
Last October, Reliance Commercial Finance, an erstwhile Anil Ambani
company, was acquired by Authum in an out-of-court debt resolution process.",2468.35009765625
2023-08-28,"RIL AGM: Reliance Retail’s valuation jumps to Rs
8.28 lakh cr from Rs 4.28 lakh cr in 2020, Ambani","Pointing to sustained global investors'
interest in its retail business, Reliance
Industries Chairman Mukesh Ambani
on Monday informed investors that the
valuation of Reliance Retail rose to Rs
8.28 lakh crore today, from Rs 4.28 lakh
crore in 2020.
Reliance Industries Ltd (RIL) recently
announced that Qatar Investment
Authority (QIA) will invest Rs 8,278 crore in its subsidiary Reliance Retail
Ventures for a 1 per cent stake. In 2020, Reliance Retail Ventures raised Rs
47,265 crore by selling a stake to various global investors. Then, it was done at a
pre-money equity value of Rs 4.21 lakh crore.",2443.75
2023-08-29,"Buy Reliance Industries., target price Rs 2900: JM
Financial","etJM Financial has buy call on Reliance
Industries with a target price of Rs 2900. The
current market price of Reliance Industries is Rs
2432.
Reliance Industries., incorporated in the year 1973,
is a Large Cap company (having a market cap of Rs
1641119.74 Crore) operating in Diversified sector.
Reliance Industries. key Products/Revenue Segments include Petrochemicals,
Oil & Gas, Income From Financial Services, Other Services, Others and Income
from Retailing for the year ending 31-Mar-2022.",2420.35009765625
2023-08-30,"Reliance in talks with head hunters for Jio
Insurance CEO","Reliance Industries Ltd. is in
discussions with global and domestic
executive head hunters to find a leader
for Jio Financial Services Ltd.’s newly
created insurance business, according
to people familiar with the matter.
Executives from Reliance have met
several firms in recent weeks to help
them map top talent across life, health and general insurance segments,
according to the people, who asked not be identified because the discussions
are private. Korn Ferry and Spencer Stuart Inc. are among the firms that have
held talks with representatives from the petrochemicals-to-consumer
conglomerate, the people said.",2418.050048828125
2023-08-31,,,2407.0
2023-09-01,"Mukesh Ambani's Reliance Retail in talks to raise
$2.5 bn by end Sept","Indian billionaire Mukesh Ambani's Reliance Retail Ventures is in advanced talks with
global investors to raise around $2.5 billion by the end September, ahead of a potential
stock market listing, people familiar with the matter told Reuters. Three sources said the
target fund raise of $2.5 billion is part of a combined $3.5 billion target the firm has set
for itself, a part of which - $1 billion - came from Qatar Investment Authority (QIA) and
was announced last month.
Indian billionaire Mukesh Ambani's
Reliance Retail Ventures is in
advanced talks with global investors to
raise around $2.5 billion by the end of
September, ahead of a potential stock
market listing, people familiar with the
matter told Reuters.
Three sources said the target fund raise
of $2.5 billion is part of a combined $3.5 billion target the firm has set for itself,
a part of which - $1 billion - came from Qatar Investment Authority (QIA) and
was announced last month.
In an emailed statement, Reliance said ""As a policy, we do not comment on
media speculation and rumours."", but added ""Our company evaluates various
opportunities on an ongoing basis.""",2412.64990234375
2023-09-04,,,2410.699951171875
2023-09-05,"Reliance Retail opens Metro Cash & Carry stores to
all; to also continue wholesale biz from outlets for
B2B customers","Reliance is going to start expansion of the business which will continue to run under the Metro brand name for a couple of years under the deal. It has opened a new store in
Patiala, will convert a few of its existing dark stores for new and e-commerce into such
outlets, and organically build some newer ones with plans to open 40 such new stores in
the next few months, the executives said.
Kolkata: Reliance Retail has opened
the recently acquired Metro Cash &
Carry stores to all. Earlier, Metro outlets
were only for business-to-business
customers, but as an Indian entity
Reliance did not need to comply with
the foreign direct investment (FDI)
norms, two senior industry executives
said",2423.60009765625
2023-09-06,"Reliance Retail Ventures to invest Rs 300 crore in
FMCG business","Reliance Retail Ventures is investing Rs 300 crore in its newly-formed fast-moving
consumer goods (FMCG) business, Reliance Consumer Products (RCPL), through
optionally fully convertible debentures. This is the first major capital infusion by the
promoters into the business, which aims to expand nationally in the FMCG sector. RCPL
has already infused Rs 277 crore into the business, as per its last fiscal financial
statement.
Reliance Retail Ventures is pumping
Rs 300 crore equity into its newly
floated fast-moving consumer goods
business entity, Reliance Consumer
Products (RCPL), through the
optionally fully convertible debentures
(OFCD) route, with Rs 277 crore already
infused into the business, as per the
last fiscal financial statement of RCPL.
This is the first major capital infusion by the promoters into the business.",2428.699951171875
2023-09-07,"Reliance Retail’s Performax activewear becomes
official kit sponsor for the Indian football team","Reliance Retail's Performax Activewear has been announced as the official kit sponsor
for the Indian football team by the All India Football Federation. The team will debut the
new kit during the 49th King's Cup 2023 in Thailand. Performax will have exclusive rights
to manufacture kits for all formats of the game and will also supply match, travel, and
training wear for the AIFF.
All India Football Federation on
Thursday announced Reliance Retail’s
Performax activewear as the official
kit sponsor for the Indian football
team.
The Indian team will debut the new kit
during the 49th King’s Cup 2023 being
held in Thailand between September 7
and 10. Team India is set to kick off the
tournament by taking on Iraq today.
“I am sure the players and the teams will like the new kit and will be inspired
to put their best on the pitch. I wish this new partnership between the AIFF
and Performax all success,” said Dr Shaji Prabhakaran, Secretary General,
AIFF.",2432.0
2023-09-08,"Reliance partners with Nvidia for developing AI
infra in India","Reliance Industries, owned by Mukesh Ambani, has partnered with Nvidia to develop an
indigenous large language model tailored for generative AI applications in India. Nvidia will assist Reliance in building AI infrastructure by providing access to its superchip and
cloud services. Reliance aims to leverage Nvidia's AI infrastructure to develop AI
applications and services
Mukesh Ambani-owned Reliance
Industries has tied up with US-based
chipmaker Nvidia to develop India’s
own foundation large language model
trained on the south Asian country's
diverse languages and tailored for
generative AI applications.
In a statement, Nvidia said that it will
work with Reliance to build AI
infrastructure. The chip maker will provide access to its GH200 Grace Hopper
Superchip and DGX Cloud",2448.199951171875
2023-09-11,"KKR to invest Rs 2,070 crore in
Reliance Retail, raise stake to
1.42%; valuation doubles to Rs
8.36 lakh c","The follow-on investment by KKR values the
retail subsidiary of Reliance Industries at Rs
8.36 lakh crore (approximately $101 billion),
which is the double the valuation it got during
the fundraising in 2020
MUMBAI - Global private equity firm Kohlberg Kravis
Roberts, popularly known as KKR, will invest Rs
2,069.50 crore in Reliance Retail Ventures Ltd, thereby
raising its stake to 1.42% from 1.17% in the retail
behemoth.
The follow-on investment by KKR values the retail
subsidiary of Reliance Industries at Rs 8.36 lakh crore
(approximately $101 billion), which is the double the
valuation it got during the fundraising in 2020.
“This investment values RRVL at a pre-money equity
value of Rs 8.361 lakh crore, which makes it among the
top four companies by equity value in the country,” RIL
said in a release",2474.60009765625
2023-09-12,"Reliance Retail Ventures gets Rs
2,000 crore from KKR","Global investment firm KKR is investing an
additional ₹2,069.5 crore in Reliance Retail
Ventures (RRVL), increasing its equity stake
to 1.42%.
Global investment firm KKR is investing another
₹2,069.5 crore through an affiliate in Reliance Retail
Ventures (RRVL), holding company for the retail businesses of Reliance Industries (RIL).
KKR's follow-on investment will translate into an additional equity stake of 0.25% in RRVL, according to a
press release issued on Monday, which added that this
takes the private equity giant's holding to 1.42%.
This round of fundraising has increased RRVL's valuation to around ₹8.36 lakh crore, from ₹8.28 lakh
crore, when Qatar Investment Authority invested
₹8,278 crore less than three weeks ago.",2438.85009765625
2023-09-13,"Reliance Retail in talks with Gulf, Singapore funds
on $1.5 bn injection","Mukesh Ambani's Reliance Retail, India's largest retailer, is in talks with investors
including sovereign wealth funds from Singapore, Abu Dhabi, and Saudi Arabia for new
investments of around $1.5 billion. Singapore's GIC, Abu Dhabi Investment Authority
(ADIA), and Saudi Arabia's Public Investment Fund (PIF) are each looking to invest at
least $500 million in Reliance Retail
India's Reliance Retail is in talks with
existing investors including the
sovereign wealth funds of Singapore,
Abu Dhabi and Saudi Arabia for
combined new investments of around
$1.5 billion, three sources with direct
knowledge of the plan said.
Reliance Retail is India's largest retailer
and is led by Asia's richest person Mukesh Ambani. The talks with investors
are part of an internal target to raise $3.5 billion which the company wants to
close by the end September, Reuters has reported. Of that, QIA last month
announced a $1 billion investment and KKR & Co this week $250 million.
Singapore's GIC, the Abu Dhabi Investment Authority (ADIA) and Saudi
Arabia's Public Investment Fund (PIF) are looking to invest at least $500
million each in Reliance Retail at a valuation of $100 billion, one of the
sources told Reuters.",2451.050048828125
2023-09-14,"HC seeks response from Reliance on govt appeal
accusing co of committing 'fraud, unjust
enrichment of over $1.729 billion","The Delhi High Court has asked for a response from Reliance Industries and others
regarding the government's appeal accusing the conglomerate of committing fraud
and unjust enrichment of over $1.729 billion by siphoning gas from deposits they were
not authorized to exploit. The government argues that Reliance knew about the
connectivity of its block with that of ONGC's block and deliberately extracted and sold
gas without permission.
Delhi High Court's division bench on
Thursday sought a response from
Reliance Industries and others on the
government’s appeal that accused the
Mukesh Ambani-owned conglomerate
and its partners of committing an
“insidious fraud” and “unjust
enrichment of over $1.729 billion” by
siphoning gas from deposits they had
no right to exploit.",2453.300048828125
2023-09-15,"Reliance attracts luxury brands from Gucci to
Louis Vuitton to its space amid India's economic
boom","Luxury brands such as Gucci, Cartier, and Louis Vuitton have signed leases for stores in Mukesh Ambani's new Mumbai mall, taking advantage of India's strong economic
growth and increasing number of millionaires. The Jio World Plaza, located in Mumbai's
business district, is expected to open this year. Burberry, LVMH, Kering, and Richemont
brands have also agreed to rent shops in the mall. With India's growing population of millionaires and a projected 12% annual growth in the personal luxury market, luxury
brands are seeking a meaningful presence in the country.
Global luxury brands such as Gucci,
Cartier, and Louis Vuitton, among
others, have signed leases for retail
spaces in a new Mumbai mall
developed by Asia's richest Mukesh
Ambani, as the brands and Reliance
Industries look to tap lucrative
prospects presented by India's robust
economic growth and the swift
increase in the number of millionaires.
Jio World Plaza is likely to open this year, Reuters said citing an unnamed
source. The new mall is situated within Reliance Industries' extensive $1
billion business and cultural complex in Mumbai's bustling business district.
India is turning into a magnate for luxury brands. More than a dozen luxury
consumer goods brands are entering the country ahead of the festive season,
as they look to attract consumers in a market riding on the growing affluence
of Indians with higher incomes, spurring greater discretionary spending even
in small towns. The trend is being driven by increased exposure to global
trends, younger people buying luxury products, and a post-pandemic boom, all
of which are stoking interest from western luxury brands, executives said.",2457.85009765625
2023-09-18,Disney India sale talks said to draw firms including Reliance,"Walt Disney Co. has reportedly engaged in
preliminary discussions with potential buyers,
including Mukesh Ambani's Reliance
Industries Ltd., for its India streaming and
television business.
The Walt Disney Co is believed to have held talks with
Reliance Industries (RIL), which also owns a majority
stake in Viacom18, at a time when the American media
conglomerate is looking at various strategic options
for its India business, people aware of the
development told ET.
Two topmost leaders in both companies have had a
direct discussion recently, said the sources.
Bloomberg reported on Monday that Disney has held
preliminary talks with potential buyers for its India
business, including RIL. Earlier, the Wall Street Journal
reported that the American media conglomerate is
considering strategic options for its India business.
Star India declined comment.",2436.449951171875
2023-09-20,"Reliance Industries shares fall 3%
amid block deal","The discussions of India's largest retailer
with investors are part of an internal target to
raise $3.5 billion, which the company wants
to close by the end of this month, according
to a report by Reuters.
Billionaire Mukesh Ambani-led Reliance Industries
(RIL) shares fell 3% to Rs 2,461.6 in Wednesday's
intraday trade on BSE amid reports of a block deal
executed on the counter.
As per reports, 0.3% equity shares of RIL changed
hands in a block deal. The buyers and sellers in the
deal are not known.
A total of two crore RIL shares valued at nearly Rs
5,000 crore changed hands so far, according to data
available on the exchanges.
At 10.40 a.m, the scrip was trading 2% lower at Rs
2,396 on BSE. However, on a year-to-date, the stock
has surged nearly 10%",2382.14990234375
2023-09-21,"Any dip always a buy opportunity for Reliance,
HDFC Bank stocks: Deven Choksey","Deven Choksey, MD, DRChoksey FinServ Pvt.
Ltd., says “Reliance, HDFC Bank stocks fell
yesterday because some of the larger ETFs have
probably offloaded part of the portfolio and that is
where the stock prices come down. I do not think
the fundamentals of the companies have changed
beyond a point, and neither is it going to have a
significantly large impact due to the tax which is being put on the crude
because of the rising prices.”
Why don’tI start off by talking aboutthe stocks that are powering ahead
within the power sector? The kind of financials and returns select names
like GE, T&D, RattanIndia etc. on a year-to-date basis have delivered, have
been quite commendable. What are your thoughts on this space?
Most of the companies which you mentioned in the capital goods space, be it
in the power sector, are being followed because of the larger amount of growth
prospects which are emerging due to the infrastructure-related spending
which the country is experiencing –be it in power generation or power
distribution space.",2364.800048828125
2023-09-22,"Reliance Jio announces offers for 'make in India'
iPhone 15 buyers","For iPhone buyers in India, Reliance Jio has announced attractive plans which are
applicable on 'Make in India' iPhone 15 purchased from Reliance Digital, JioMart or
Reliance Retail Stores.
For iPhone buyers in India, Reliance Jio has announced attractive plans
which are applicable on 'Make in India' iPhone 15 purchased from Reliance
Digital, JioMart or Reliance Retail Stores.
Customers buying iPhone 15 from Reliance retail or online stores are eligible
for a complimentary plan of Rs 399 per month for 6 months (3 GB/day,
unlimited voice, 100 SMS/day). This results into complimentary benefits
worth Rs 2,394.",2354.949951171875
2023-09-25,"Swan to raise Rs 1,435 cr for
Reliance Naval buyout","Swan Energy's board passed a
resolution to raise the money by issuing
preference shares at a premium of ₹495 to
GCP INAB, it said in a notice to the
exchange.
Mumbai: Swan Energy plans to raise ₹1,435 crore by
issuing preferential shares to Singapore-based foreign
portfolio investor GCP INAB Pte Ltd in a move partly
aimed at financing the acquisition of Anil Ambanipromoted Reliance Naval and Engineering (RNEL),
people with knowledge of the development told ET.
Last Friday, Swan Energy's board passed a resolution
to raise the money by issuing preference shares at a
premium of ₹495 to GCP INAB, it said in a notice to
the exchange.
On Friday, the company recalled its June proposal to
raise ₹690 crore from the same investor by issuing
preference shares.",2340.449951171875
2023-09-26,Reliance Industries could turn into a holding company: CreditSights,"Reliance Industries, India's largest company,
may transform into a holding company with
majority stakes in independent entities, according to CreditSights.
Reliance Industries, India's biggest company by market value, could become a holding company (holdco),
with majority stakes in independent entities that operate the major business verticals, said Fitch-owned
CreditSights in a report Monday.
Under the current corporate structure, RIL acts as both
a holding and an operating company. The oils-tochemicals (O2C) and upstream oil and gas (O&G) segments are wholly owned and held directly under RIL,
while the telecom, retail and new energy segments are
held under unlisted operating companies",2342.5
2023-09-27,,,2368.89990234375
2023-09-28,"TCS, Reliance and HCL Tech looking attractive now: Hemang Jani","Order inflow continues to remain by and large intact, no real big surprises, and TCS in
particular has remained quite resilient over the last few weeks.Purely from a valuation
perspective and the fact that there is going to be a rebound in the IT spend over the
next one to two quarters, both TCS and HCL Tech are looking quite attractive at current
prices and valuations.”
Hemang Jani, Independent Market Expert, says
“from an investment and valuation perspective,
that is surely looking quite attractive because you
have additional triggers in terms of the unlocking
of the value of this Jio Financials, which is still not
reflected in the current price. So it is looking quite
interesting at this point of time.”
This morning, Nuvama has put out a note saying that Polycab could be a
play on exports now. Right now,they just have about 12% oftheir revenues
from exports. When they wentfor IPO,they had an annual profit of almost
Rs 500 crore. Right now,they have a quarterly profit of Rs 500 crore. What
is the potentialfor unlocking exports?
The wire and cable segment has displayed very strong growth over the last
two, three years. Given the kind of surge that we are seeing in the residential,
commercial and real estate activity and the kind of renovations that people
are undertaking, there is going to be significant growth for sure. You do not
replace your cables and wires at home every year and so why should these
companies get such a crazy kind of valuation?",2334.10009765625
2023-09-29,,,2345.0
2023-10-03,"Reliance, Lightrock representatives exit Dunzo board amid legal notices, pending dues","Troubled quick commerce startup Dunzo has seen about five exits from its board of directors over the past two months, people in the know told ET. The first two resignations came on August 3, when Ashwin Khasgiwala, group chief of business operations at Reliance Retail, and Rajendra Kamath, finance head at Reliance Retail, left the Dunzo board. Reliance Retail is the largest shareholder in Dunzo with a stake of nearly 26%.",2318.14990234375
2023-10-04,"Airtel, Reliance Jio continue to add users at Vodafone Idea’s expense","Bharti Airtel added the highest number of active mobile users among India’s top telcos in July 2023, after a seven-month gap, on the back of strong payingcustomer gains in the metros, as per latest subscriber data collated by Trai. The pace of Reliance Jio’s active user gains was slower, but it retained market leadership on the active users share score. Cash-strapped Vi’s active user base continued to shrink as it lost paying customers in most circles. Analysts, though, say the pace of Airtel’s active user gains might not sustain as Jio could stage a comeback soon, riding on a likely rise in demand for its low-cost internet-enabled feature phone, JioBharat, from August.",2314.14990234375
2023-10-05,,,2314.10009765625
2023-10-06,Reliance Retail appoints MS Dhoni as JioMart's new brand ambassador,"Reliance Retail has appointed former Indian cricket captain Mahendra Singh Dhoni as the brand ambassador of JioMart, its e-commerce platform. The company will launch its JioUtsav campaign on October 8, featuring Dhoni in a 45-second film celebrating the festive season in India. JioMart aims to support the digital retail revolution in India and plans to highlight its cross-category approach, offering products across segments.",2318.0
2023-10-09,"Buy Reliance Industries, target price Rs 2900: JM Financial","Reliance Industries Ltd. key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022.",2298.25
2023-10-10,Swan seeks more time to pay Reliance Naval lenders,"Swan Energy is raising Rs 1,435 crore through preferential shares to finance the acquisition. The National Company Law Tribunal has directed the winning bidder to pay the amount proposed in the resolution plan before considering an extension. The next hearing is scheduled for November 22.",2308.39990234375
2023-10-11,"Buy Reliance Industries, target price Rs 2913: Prabhudas Lilladher","Prabhudas Lilladher has buy call on Reliance Industries with a target price of Rs 2913. The current market price of Reliance Industries Ltd. is Rs 2321.75. Reliance Industries Ltd., incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1570447.73 Crore) operating in Diversified sector. Reliance Industries Ltd. key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 30-06-2023, the company reported a Consolidated Total Income of Rs 211372.00 Crore, down -2.08 % from last quarter Total Income of Rs 215863.00 Crore and down -4.59 % from last year same quarter Total Income of Rs 221551.00 Crore. Company reported net profit after tax of Rs 18182.00 Crore in latest quarter. Promoter/FII Holdings Promoters held 50.39 per cent stake in the company as of 30-Jun-2023, while FIIs owned 22.55 per cent, DIIs 16.05 per cent",2345.050048828125
2023-10-12,"Forbes Rich List: Reliance’s Mukesh Ambani reclaims richest Indian tag, Hindenburg drags Adani to 2nd spot","Mukesh Ambani, chairman of Reliance Industries, reclaimed the top position on Forbes' list of India's 100 Richest. His net worth stands at $92 billion. Gautam Adani, who briefly overtook Ambani as the richest person in India, fell to second place due to a damaging report by Hindenburg Research. HCL's Shiv Nadar climbed to third place, while Savitri Jindal and Radhakishan Damani secured the fourth and fifth positions, respectively.",2349.39990234375
2023-10-13,Reliance Industries: Sideways,"Reliance Industries’s daily trend is sideways. The RSI for monthly, weekly and daily are showing sideways momentum. Based on option chain analysis, the range is between 2300 and 2400. Let’s plan a trade around this.",2349.300048828125
2023-10-16,,,2344.050048828125
2023-10-17,Sanjiv Bhasin on why HDFC Bank is a portfolio must and why he is overweight on Reliance,There is still a lot of valuation comfort in largecaps and I would feel that now Reliance and HDFC Bank are pricing in most of the lukewarm earnings or the prospect of some of the repatriation and would start to shine. We think that this is a very opportune time to get into the seventh largest bank in the world.,2355.25
2023-10-18,,,2324.0
2023-10-19,,,2306.14990234375
2023-10-20,"Brookfield, Cerberus, Deutsche Bank among lenders keen to fund Hindujas’ Reliance Capital bid","While major lenders have offered term sheets of up to ₹6,000 crore, smaller funds have shown interest in providing loans ranging from ₹800 crore to ₹1,000 crore, contributing to the larger financing package.",2299.10009765625
2023-10-23,Disney said to near multibillion-dollar India deal with Reliance,"The US entertainment giant may sell a controlling stake in the Disney Star business, which it values at around $10 billion, as opposed to piecemeal transactions weighed earlier, the people said, asking not to be named because the discussions are private. Reliance views the assets at between $7 billion to $8 billion, some of the people said. The acquisition could be announced as early as next month with some of Reliance’s media units merged into Disney Star, the people said, without providing further details. Under the proposal, Disney will likely continue to hold on to a minority stake in the Indian company after any cash and stock swap transaction is completed, the people said. No final decision has been made on the deal or the valuation, and Disney could still decide to hold onto the assets for a bit longer, they added. A representative for Disney in India didn’t respond to a request for comment and a spokesperson for Reliance declined to comment.",2263.199951171875
2023-10-25,"2Q customer churn: Vi’s loss means gain for Reliance Jio, Bharti Airtel","Reliance Jio and Bharti Airtel are expected to see user growth in the second quarter, while Vodafone Idea continues to struggle with customer churn. Vi is predicted to have lost 4.5 million customers due to liquidity issues preventing network investment. Bharti Airtel's ARPU is expected to grow sequentially, but its consolidated performance may be slow due to stress on its Africa business",2257.949951171875
